yr_built,city,bedrooms,bathrooms,sqft_living,sqft_lot,price
1998,Kent,4.0,2.5,2200,8065,300000.0
1998,Seattle,5.0,3.0,1810,3000,362000.0
1998,Renton,3.0,2.0,1860,217800,440000.0
1998,Seattle,4.0,2.75,2230,9640,435000.0
1998,Renton,3.0,2.5,2600,5100,583000.0
1998,Renton,4.0,2.5,2700,6515,426500.0
1998,Carnation,4.0,3.5,3840,85728,840000.0
1998,Sammamish,4.0,2.5,2460,4200,568500.0
1998,Maple Valley,5.0,2.5,2090,4698,0.0
1998,Sammamish,5.0,3.75,3870,8225,0.0
1997,Auburn,4.0,3.0,3110,7231,367500.0
1997,Seattle,2.0,2.5,1360,1349,553650.0
1997,Renton,3.0,2.25,1970,3716,340000.0
1997,Seattle,3.0,2.5,1840,2875,512500.0
1997,Kirkland,3.0,3.5,2320,3174,530000.0
1997,Renton,3.0,2.25,1870,3230,288400.0
1997,Seattle,3.0,3.5,2380,6250,495000.0
1997,Mercer Island,4.0,3.75,3160,9525,1381000.0
1997,Seattle,3.0,1.75,1460,10584,240500.0
1997,Kent,3.0,3.0,2500,8304,364900.0
1997,Sammamish,4.0,2.5,2810,10986,742000.0
1997,Seattle,5.0,3.0,1880,5000,310000.0
1997,Sammamish,4.0,2.5,4120,22370,863000.0
1997,Kirkland,3.0,1.75,1500,8173,435000.0
1997,Kent,3.0,2.5,2070,8337,325000.0
1997,Bellevue,4.0,3.25,4290,12103,1384000.0
1997,Sammamish,4.0,2.5,2790,7938,764000.0
1997,Shoreline,3.0,2.5,1950,6871,375000.0
1997,Maple Valley,3.0,2.0,1730,38884,470000.0
1997,Mercer Island,4.0,3.5,2970,14486,905000.0
1997,North Bend,4.0,2.5,2320,11717,397000.0
1997,Kent,4.0,2.0,1890,6302,282000.0
1997,Bellevue,4.0,3.5,4230,20377,2075000.0
1997,Kent,3.0,2.5,2430,15264,362300.0
1997,Redmond,4.0,2.5,2500,206474,806000.0
1997,Redmond,4.0,2.5,2341,9594,640000.0
1997,Kirkland,2.0,2.5,1590,1845,409900.0
1997,Sammamish,4.0,2.5,3920,12415,770000.0
1997,Maple Valley,4.0,2.5,2000,10051,320000.0
1997,Carnation,4.0,2.5,2770,63118,641000.0
1997,Kent,4.0,2.5,2340,11784,330000.0
1997,Seattle,5.0,3.25,3350,4000,1110000.0
1997,Auburn,4.0,2.5,1890,6962,280500.0
1997,Seattle,3.0,4.0,2080,2250,715000.0
1997,Bellevue,3.0,2.5,3870,46609,1275000.0
1997,Mercer Island,2.0,2.0,2360,11340,1087500.0
1997,Auburn,3.0,2.25,2120,13090,340000.0
1997,Duvall,4.0,2.75,2530,14178,469950.0
1997,Redmond,4.0,2.5,3080,35430,635000.0
1997,Redmond,4.0,2.5,3360,15091,740000.0
1997,Maple Valley,4.0,2.75,2000,5827,236000.0
1997,Kent,4.0,2.5,2380,7066,268971.875
1997,Redmond,4.0,2.5,2150,27540,677099.565217
1996,Renton,3.0,2.5,1930,10460,407500.0
1996,Sammamish,4.0,2.5,2730,10281,780000.0
1996,Kenmore,4.0,3.0,3100,15480,563000.0
1996,Kenmore,4.0,2.5,2000,5684,513000.0
1996,Issaquah,4.0,2.75,2790,10819,765000.0
1996,Woodinville,4.0,4.25,5860,52889,1157200.0
1996,Kenmore,3.0,2.5,2240,10800,390000.0
1996,Seattle,3.0,2.5,2360,4638,580050.0
1996,Woodinville,4.0,2.75,3280,24440,862500.0
1996,Redmond,4.0,2.5,3010,46173,700000.0
1996,Issaquah,6.0,4.5,6040,219542,1150000.0
1996,Newcastle,4.0,2.5,2600,17388,665000.0
1996,Sammamish,4.0,3.0,4260,18687,1000000.0
1996,Auburn,4.0,1.5,2670,10026,347000.0
1996,Auburn,3.0,1.75,1300,7958,245100.0
1996,Maple Valley,2.0,1.0,830,2699,175000.0
1996,Redmond,4.0,2.5,2440,22594,565000.0
1996,Redmond,3.0,2.5,2460,12028,693000.0
1996,Federal Way,3.0,2.25,1765,7652,250000.0
1996,Newcastle,3.0,2.5,2070,12708,560000.0
1996,Kirkland,3.0,2.5,1480,14250,466800.0
1996,Sammamish,3.0,2.5,2510,6320,659000.0
1996,Kirkland,3.0,2.5,1800,5001,515000.0
1996,Redmond,4.0,2.5,3280,27441,699000.0
1996,Renton,5.0,2.75,2990,7420,498500.0
1996,Woodinville,4.0,3.5,3860,18334,840000.0
1996,Duvall,5.0,3.0,2795,15101,562000.0
1996,Issaquah,4.0,2.5,2290,6738,570000.0
1996,Kenmore,4.0,2.5,2807,9430,630000.0
1996,Issaquah,3.0,2.5,1610,4611,505000.0
1996,Sammamish,4.0,2.75,3010,15992,775000.0
1996,Newcastle,4.0,2.5,2620,7553,605000.0
1996,Seattle,4.0,2.5,2040,8265,355000.0
1996,Bellevue,5.0,3.5,3500,10155,905000.0
1996,Woodinville,4.0,2.5,3220,22588,875000.0
1996,Seattle,3.0,2.25,1430,2003,457500.0
1996,Redmond,4.0,3.5,3920,37122,850000.0
1996,Redmond,3.0,2.5,2610,7510,725000.0
1996,Issaquah,4.0,2.5,2070,5415,578000.0
1996,Sammamish,4.0,2.5,2670,11877,669950.0
1996,Maple Valley,4.0,2.5,1890,7867,355000.0
1996,Kent,3.0,2.75,1300,14197,245000.0
1996,Kirkland,4.0,2.5,3340,10422,1150000.0
1996,North Bend,4.0,3.5,3650,38546,696000.0
1995,Federal Way,3.0,2.5,3240,33151,604000.0
1995,Sammamish,3.0,2.5,2970,11985,525000.0
1995,Woodinville,4.0,2.5,2740,45732,483500.0
1995,Ravensdale,3.0,2.5,2680,327135,630000.0
1995,Seattle,4.0,2.5,2830,5000,885000.0
1995,Auburn,4.0,2.5,2010,7226,316000.0
1995,Bellevue,4.0,2.5,3320,7644,950000.0
1995,Seattle,4.0,2.5,2240,7200,497000.0
1995,North Bend,3.0,2.5,1920,15124,429000.0
1995,Bellevue,4.0,3.5,4560,16643,1212500.0
1995,Maple Valley,3.0,2.25,1800,10500,332500.0
1995,Federal Way,4.0,2.5,3090,18645,370000.0
1995,Seattle,3.0,2.5,2510,5503,820000.0
1995,Pacific,3.0,2.0,1200,9566,222400.0
1995,North Bend,3.0,2.0,1350,11150,310000.0
1995,Redmond,3.0,2.5,3000,25341,740000.0
1995,Woodinville,4.0,2.5,3470,32109,875000.0
1995,Bellevue,5.0,3.5,4210,17258,1365000.0
1995,Seattle,5.0,3.5,2800,7350,379900.0
1995,Seattle,3.0,2.25,2870,8170,850000.0
1995,Maple Valley,3.0,2.25,1860,11227,330000.0
1995,Federal Way,3.0,2.5,3170,12750,405000.0
1995,Lake Forest Park,4.0,3.25,4690,14930,600000.0
1995,Issaquah,4.0,2.5,3000,10392,740000.0
1995,Maple Valley,3.0,2.0,1460,6377,285000.0
1995,Auburn,3.0,2.0,1190,6833,200000.0
1995,Federal Way,3.0,2.25,1715,6819,257500.0
1995,Kirkland,4.0,2.75,3330,9143,1095000.0
1995,Auburn,5.0,2.5,2270,6300,285000.0
1995,Kirkland,4.0,2.5,3160,8281,1127000.0
1995,Seattle,2.0,1.5,920,1598,255000.0
1995,Seattle,3.0,2.5,1540,1326,499000.0
1995,Kenmore,3.0,2.5,2340,5957,426090.0
1995,Sammamish,4.0,2.5,3210,14910,690408.62069
1994,Renton,3.0,2.5,1880,7838,309950.0
1994,Sammamish,3.0,2.5,3240,7857,800000.0
1994,Black Diamond,3.0,1.75,1250,10122,253000.0
1994,Carnation,3.0,3.0,4120,60392,560000.0
1994,Kent,4.0,2.5,1810,6509,270000.0
1994,Seattle,5.0,3.0,2450,4591,525000.0
1994,Renton,3.0,2.5,1700,7496,349950.0
1994,Enumclaw,5.0,2.5,1970,8605,297000.0
1994,Woodinville,3.0,2.5,2130,3500,534640.0
1994,Issaquah,4.0,2.5,1900,5790,535800.0
1994,Shoreline,3.0,2.75,2550,11160,430000.0
1994,Kirkland,4.0,3.5,2350,13402,655000.0
1994,Renton,3.0,2.5,1750,7208,324000.0
1994,Redmond,3.0,2.5,2210,7620,535000.0
1994,Maple Valley,3.0,1.75,1260,6908,245000.0
1994,Kent,3.0,2.5,1680,15711,282000.0
1994,Auburn,3.0,2.5,1680,6755,225000.0
1994,Issaquah,3.0,2.5,1720,4006,535000.0
1994,Kent,3.0,2.0,1980,12150,479900.0
1994,Seattle,2.0,2.5,1740,2500,650000.0
1994,Kent,4.0,2.5,2280,7200,322000.0
1994,Kirkland,4.0,2.5,2700,9320,837500.0
1994,North Bend,4.0,3.75,2810,10840,492000.0
1994,Kent,3.0,2.5,1610,6176,255000.0
1994,Bellevue,4.0,3.5,3500,8547,799000.0
1994,Issaquah,4.0,2.5,1780,4169,540000.0
1994,Woodinville,4.0,2.5,2350,63162,649950.0
1994,Covington,4.0,2.5,3020,8302,490000.0
1994,Auburn,3.0,2.5,2250,7294,308900.0
1994,Redmond,5.0,2.75,3010,12611,837700.0
1994,Kent,4.0,2.5,1660,9760,294999.0
1994,Redmond,4.0,2.75,2630,7505,725000.0
1994,Maple Valley,4.0,2.5,1820,6753,322500.0
1994,Redmond,4.0,2.5,3280,209088,925000.0
1994,Carnation,3.0,2.5,2840,48716,500000.0
1994,Redmond,4.0,2.5,2450,55387,620000.0
1994,Woodinville,4.0,3.75,3820,53574,1215000.0
1994,Issaquah,4.0,2.5,2030,3974,544000.0
1994,Auburn,7.0,2.5,1940,5458,280000.0
1994,Sammamish,4.0,2.75,3190,10970,687500.0
1994,North Bend,4.0,2.5,3130,40918,598000.0
1994,Kent,4.0,2.5,2280,42077,445000.0
1994,Issaquah,3.0,2.25,1640,3896,478000.0
1994,Newcastle,4.0,2.5,2440,11005,548000.0
1994,Kenmore,3.0,2.5,2010,7200,515000.0
1994,Seattle,3.0,2.25,1320,1800,540000.0
1994,Enumclaw,4.0,2.5,1920,8562,308950.0
1994,Sammamish,4.0,2.5,3360,22111,879000.0
1994,Carnation,4.0,2.5,2040,21781,443500.0
1994,Renton,3.0,2.5,2260,19821,309487.5
1994,Redmond,3.0,2.5,2650,40705,592105.714286
1994,Kent,3.0,2.5,1610,7223,210614.285714
1993,Maple Valley,3.0,2.5,1600,7000,275000.0
1993,Federal Way,3.0,2.5,1920,7229,295000.0
1993,Seattle,2.0,1.5,960,1808,358000.0
1993,Woodinville,4.0,2.25,2430,32496,590000.0
1993,Sammamish,4.0,2.5,2740,7140,651000.0
1993,Redmond,4.0,2.5,2470,33305,633100.0
1993,North Bend,3.0,2.5,1270,9675,280000.0
1993,Redmond,4.0,2.5,2660,10452,755000.0
1993,SeaTac,2.0,1.75,1330,7200,240000.0
1993,Pacific,4.0,2.5,2160,8005,220000.0
1993,Maple Valley,3.0,2.5,2030,6326,275000.0
1993,Auburn,4.0,3.5,4220,196817,799950.0
1993,Renton,4.0,2.5,2440,7155,388000.0
1993,Woodinville,4.0,2.5,2740,43101,630000.0
1993,Enumclaw,4.0,3.25,4400,186846,687000.0
1993,Newcastle,3.0,2.5,2370,11172,640000.0
1993,Issaquah,3.0,2.5,1820,4910,532000.0
1993,Enumclaw,3.0,2.0,1680,8424,289000.0
1993,Newcastle,3.0,2.5,2400,6975,570000.0
1993,Auburn,4.0,2.75,2190,14937,367300.0
1993,Kent,3.0,2.5,1880,7000,315000.0
1993,Seattle,5.0,2.5,2350,4000,910000.0
1993,Renton,4.0,2.5,2690,7947,419000.0
1993,Renton,3.0,2.5,1530,9406,332000.0
1993,Kent,4.0,2.5,2210,7079,382500.0
1993,Seattle,3.0,3.25,4340,4947,2475000.0
1993,Maple Valley,3.0,2.5,1730,6368,315000.0
1993,Newcastle,3.0,2.75,3290,22649,595000.0
1993,Renton,3.0,1.75,1310,12750,337000.0
1993,Kent,4.0,2.5,2340,8548,390000.0
1993,Seattle,5.0,3.5,2720,7598,690000.0
1993,Bellevue,3.0,2.75,2590,12063,695000.0
1993,Woodinville,4.0,4.5,6640,53330,1820000.0
1993,Seattle,6.0,4.0,3120,4240,315000.0
1993,Auburn,4.0,2.75,2140,10316,359500.0
1993,Woodinville,3.0,3.5,3830,221284,800000.0
1993,Federal Way,3.0,2.0,2050,13303,314500.0
1993,Duvall,3.0,2.5,2530,13446,435000.0
1993,Bothell,3.0,2.5,1900,7984,435000.0
1993,Redmond,3.0,2.5,2490,23891,700000.0
1993,Kenmore,3.0,2.5,1990,12793,450000.0
1993,North Bend,3.0,2.5,1920,9625,391500.0
1993,Seattle,3.0,2.25,2220,4060,330000.0
1993,Federal Way,4.0,2.5,2800,9538,350000.0
1993,Maple Valley,3.0,1.75,1580,9187,263000.0
1993,Woodinville,2.0,3.0,3160,66646,589900.0
1993,Seattle,3.0,2.0,1300,3731,450385.714286
1993,Woodinville,3.0,1.75,2930,19876,408900.0
1993,Bellevue,5.0,2.75,3040,10257,667781.25
1993,Federal Way,4.0,2.5,2530,8169,252980.0
1992,Maple Valley,3.0,3.0,1850,19966,287200.0
1992,Redmond,4.0,2.5,4340,141570,1090000.0
1992,Ravensdale,4.0,2.25,3060,48787,415000.0
1992,Maple Valley,3.0,2.5,2000,9202,225000.0
1992,Bellevue,3.0,2.5,2620,8950,746000.0
1992,Woodinville,3.0,2.5,3030,30007,766950.0
1992,Issaquah,2.0,2.0,2370,217800,543000.0
1992,North Bend,3.0,2.5,2320,36847,437500.0
1992,Bellevue,3.0,2.5,2770,10773,749950.0
1992,Seattle,3.0,2.5,1700,4105,619500.0
1992,Kenmore,4.0,2.5,3290,11446,520000.0
1992,Kirkland,3.0,2.5,4460,26027,1550000.0
1992,Renton,3.0,2.5,2510,5400,550000.0
1992,Seattle,3.0,1.75,1680,3420,526000.0
1992,Maple Valley,3.0,2.0,1480,7480,254000.0
1992,Redmond,3.0,2.5,2620,21587,672000.0
1992,Algona,3.0,2.0,1560,7352,196440.0
1992,Issaquah,4.0,2.5,2560,8780,642000.0
1992,Woodinville,4.0,2.5,2550,6256,587000.0
1992,Yarrow Point,3.0,2.5,2660,13367,1901000.0
1992,Kent,3.0,2.0,1670,7757,289950.0
1992,Issaquah,4.0,2.5,2380,13435,648000.0
1992,Duvall,4.0,2.5,2170,14024,442500.0
1992,Kent,4.0,2.5,1930,9643,315000.0
1992,Redmond,3.0,2.5,2040,4627,580000.0
1992,Sammamish,4.0,2.75,2800,19168,999000.0
1992,Shoreline,4.0,3.0,2240,8504,337000.0
1992,Renton,3.0,2.5,2150,8221,470000.0
1992,Redmond,3.0,2.25,1580,39189,425000.0
1992,North Bend,3.0,2.5,1740,30886,379000.0
1992,Kent,3.0,2.5,1720,3676,255950.0
1992,Maple Valley,4.0,2.5,2570,7859,397500.0
1992,Maple Valley,3.0,2.25,1520,7199,275250.0
1992,Issaquah,3.0,2.5,1810,4592,513000.0
1992,Kent,3.0,2.5,1600,2788,245000.0
1992,Renton,5.0,4.0,7320,217800,1135250.0
1992,Kent,3.0,2.0,1180,7793,26590000.0
1992,Redmond,3.0,2.5,1640,29970,592105.714286
1991,Bothell,4.0,2.5,2730,12261,612500.0
1991,Kirkland,3.0,2.5,1850,10109,535000.0
1991,Bothell,4.0,3.0,1830,9548,415000.0
1991,Kent,3.0,2.5,3240,108366,651000.0
1991,Kirkland,3.0,2.5,1750,3354,595000.0
1991,Duvall,4.0,2.5,2310,14023,470000.0
1991,Tukwila,3.0,2.25,2150,30476,335000.0
1991,Kent,4.0,2.5,2150,6807,316500.0
1991,Federal Way,3.0,2.25,1590,7748,263000.0
1991,Woodinville,3.0,2.5,2700,7434,525000.0
1991,Mercer Island,5.0,4.25,6490,10862,2000000.0
1991,Federal Way,4.0,2.5,3140,8060,389950.0
1991,Bellevue,4.0,2.5,2380,9614,782000.0
1991,Federal Way,5.0,2.5,3840,16905,556000.0
1991,Enumclaw,3.0,1.75,1570,8459,195000.0
1991,Kirkland,4.0,3.0,3720,29043,857000.0
1991,Vashon,4.0,3.5,3400,234352,475000.0
1991,Kent,4.0,3.0,2230,52983,460000.0
1991,Bellevue,3.0,2.5,2770,9136,860000.0
1991,Vashon,3.0,3.0,3740,39640,789000.0
1991,Seattle,3.0,2.5,1350,3068,613000.0
1991,Issaquah,4.0,2.25,2740,88426,549000.0
1991,Sammamish,3.0,2.5,2140,8925,640000.0
1991,Kent,4.0,3.5,3730,15029,599950.0
1991,Sammamish,4.0,2.5,5730,44947,1228000.0
1991,North Bend,3.0,2.5,1830,65340,427000.0
1991,Issaquah,4.0,2.25,1990,5948,536000.0
1991,Kent,4.0,2.5,2150,37647,380000.0
1991,Newcastle,4.0,2.5,2940,10382,752000.0
1991,Redmond,4.0,2.5,4270,43386,975000.0
1991,Renton,3.0,2.5,2640,6715,365000.0
1991,Maple Valley,3.0,1.75,1940,219527,520000.0
1991,Federal Way,4.0,2.5,4620,20793,575000.0
1991,Kent,3.0,2.5,1650,6684,268000.0
1991,Federal Way,3.0,2.0,1900,8002,252500.0
1991,Renton,4.0,2.5,2990,8913,469900.0
1991,Seattle,5.0,2.75,2130,6222,325000.0
1991,Redmond,3.0,2.25,2440,47916,485000.0
1991,Kent,3.0,2.0,1110,7231,223000.0
1991,Des Moines,4.0,2.5,1780,6000,175000.0
1991,Issaquah,4.0,3.75,4740,126759,1049000.0
1991,Bellevue,3.0,2.5,3830,48743,1150000.0
1991,Bellevue,4.0,3.0,3580,9316,711600.0
1991,Woodinville,4.0,2.5,3220,35400,690000.0
1991,Kirkland,4.0,2.5,2250,11370,600000.0
1991,Maple Valley,3.0,2.5,1530,6000,265000.0
1991,Issaquah,3.0,2.5,2030,6970,525000.0
1991,Renton,3.0,2.0,2120,7560,237481.25
1991,Woodinville,4.0,2.75,3370,12447,557125.0
1991,Enumclaw,3.0,1.0,1000,8512,171758.333333
1991,Kent,4.0,2.25,1830,8734,132250.0
1991,Bothell,4.0,2.5,2590,8483,368112.5
1991,Renton,4.0,2.5,2620,8331,380680.555556
1990,Seattle,3.0,2.5,1770,2875,439950.0
1990,Auburn,4.0,2.5,2530,9933,331950.0
1990,Kirkland,5.0,2.5,3180,13806,800866.0
1990,Maple Valley,3.0,2.5,1830,13042,375000.0
1990,Mercer Island,4.0,3.25,3820,24166,1250000.0
1990,Duvall,4.0,2.25,2540,228254,540000.0
1990,Auburn,3.0,2.5,1950,8251,287600.0
1990,Kent,3.0,2.5,2220,6049,325000.0
1990,Kent,3.0,1.75,1490,6930,245000.0
1990,Bellevue,5.0,4.25,3920,16258,1000000.0
1990,Seattle,3.0,2.5,1800,5761,408200.0
1990,Bothell,2.0,2.0,2260,9604,551000.0
1990,Federal Way,3.0,2.5,2680,7757,320000.0
1990,Kirkland,3.0,2.5,1900,7604,512500.0
1990,Kent,4.0,3.0,3220,8936,430000.0
1990,Mercer Island,4.0,3.5,4390,11600,1610000.0
1990,Federal Way,3.0,2.5,2400,9701,355000.0
1990,Issaquah,4.0,2.5,2920,9904,690000.0
1990,Renton,3.0,2.5,2200,7278,349900.0
1990,Auburn,3.0,2.5,2680,7836,350000.0
1990,Kent,3.0,2.5,1950,8130,328500.0
1990,Kent,3.0,2.5,1720,99916,365000.0
1990,Preston,3.0,2.75,3150,219978,685000.0
1990,Mercer Island,4.0,1.75,1830,29110,610000.0
1990,Federal Way,4.0,2.75,2330,7642,257000.0
1990,Seattle,4.0,2.5,2040,6034,545000.0
1990,Bellevue,3.0,2.5,2550,13458,715000.0
1990,Sammamish,4.0,2.5,2840,9354,650000.0
1990,Seattle,3.0,2.5,1780,6771,310000.0
1990,Maple Valley,4.0,2.75,1940,6555,392000.0
1990,Seattle,0.0,0.0,3064,4764,1095000.0
1990,Auburn,4.0,2.5,2210,8465,294000.0
1990,Vashon,2.0,2.0,2280,641203,849900.0
1990,Issaquah,4.0,2.5,2700,9122,652500.0
1990,Woodinville,4.0,2.5,3190,14565,862000.0
1990,Redmond,3.0,2.25,2910,10204,770000.0
1990,Auburn,3.0,2.0,1790,42399,280000.0
1990,Bellevue,4.0,3.5,3820,13224,1240000.0
1990,Seattle,4.0,3.0,1630,7626,482500.0
1990,Issaquah,4.0,2.5,2090,6023,545000.0
1990,Renton,4.0,2.5,2520,7253,442000.0
1990,Issaquah,4.0,2.5,2400,7351,650000.0
1990,Renton,4.0,2.5,1870,7471,375000.0
1990,Sammamish,4.0,2.5,2300,7989,560000.0
1990,Covington,3.0,2.0,1310,6738,249900.0
1990,Redmond,0.0,0.0,4810,28008,1295648.0
1990,Issaquah,3.0,2.5,1930,4500,425000.0
1990,Covington,3.0,2.5,1670,8364,270000.0
1990,Kent,4.0,2.25,1830,6136,249000.0
1990,Burien,3.0,3.25,3740,136915,710000.0
1990,Woodinville,4.0,2.5,2990,16809,800000.0
1990,Maple Valley,3.0,2.5,3580,54450,725000.0
1990,Kent,3.0,2.25,2310,7200,327500.0
1990,Kenmore,2.0,1.5,1068,1758,243000.0
1990,Bothell,2.0,2.5,2510,14878,600000.0
1990,Sammamish,4.0,2.5,4570,16015,1060000.0
1990,Bothell,4.0,3.0,3550,12327,720000.0
1990,Sammamish,4.0,2.5,2400,6137,575000.0
1990,Auburn,3.0,2.5,2860,43821,378500.0
1990,Woodinville,3.0,2.5,2500,7394,565000.0
1990,Federal Way,4.0,3.5,3360,9767,412000.0
1990,Auburn,3.0,2.5,1870,7942,299950.0
1990,Issaquah,4.0,2.5,2570,5250,561000.0
1990,Federal Way,4.0,2.25,1940,6206,278500.0
1990,Sammamish,4.0,4.0,3680,18804,0.0
1990,Covington,3.0,2.0,1490,7770,83300.0
1990,Covington,5.0,2.25,2880,11965,0.0
1990,Federal Way,4.0,3.0,1990,6180,0.0
1990,Sammamish,4.0,2.5,2740,12899,673476.818182
1990,Maple Valley,3.0,2.5,3080,12476,315368.7
1990,Covington,3.0,2.5,1490,8102,220600.0
1989,Maple Valley,4.0,2.5,2710,35868,482000.0
1989,Sammamish,3.0,2.5,1790,7167,515000.0
1989,Kent,3.0,2.5,1940,8547,266000.0
1989,Federal Way,4.0,2.5,2460,7350,347500.0
1989,Woodinville,4.0,2.25,4230,37769,985000.0
1989,Issaquah,4.0,2.5,2260,7753,604000.0
1989,Issaquah,4.0,2.5,2670,13463,690000.0
1989,Mercer Island,5.0,3.25,4860,23723,1680000.0
1989,Duvall,3.0,2.0,1350,14200,322500.0
1989,Newcastle,4.0,2.5,2240,14667,565000.0
1989,Federal Way,3.0,2.5,2910,17172,450000.0
1989,Federal Way,4.0,2.5,2070,7800,255000.0
1989,Issaquah,4.0,2.5,2680,9185,620000.0
1989,Federal Way,4.0,2.5,1990,6671,260000.0
1989,Renton,5.0,3.5,3200,43560,499950.0
1989,Issaquah,3.0,2.5,1740,5782,496700.0
1989,Woodinville,3.0,2.0,2130,35169,880000.0
1989,Federal Way,4.0,2.25,1830,9485,236000.0
1989,Federal Way,3.0,2.5,2080,9827,300000.0
1989,Des Moines,3.0,3.0,2600,5238,525000.0
1989,Federal Way,4.0,3.25,4240,25639,625000.0
1989,North Bend,3.0,1.75,1510,44000,425000.0
1989,North Bend,3.0,2.25,1680,57063,440000.0
1989,Renton,3.0,2.5,2600,7210,475000.0
1989,Seattle,3.0,1.0,1070,7140,327500.0
1989,Woodinville,4.0,2.5,2770,45514,685000.0
1989,Kirkland,3.0,2.25,2430,5500,791000.0
1989,Kent,5.0,2.5,2490,7666,292000.0
1989,Bellevue,4.0,5.25,4670,43950,1415000.0
1989,Federal Way,3.0,2.5,1860,6607,280000.0
1989,Woodinville,4.0,2.5,2790,230868,599000.0
1989,Renton,4.0,2.5,2180,7203,464000.0
1989,Federal Way,3.0,2.5,2210,7557,330000.0
1989,Redmond,3.0,3.5,3950,111078,784000.0
1989,Auburn,4.0,2.5,2470,35073,485000.0
1989,Bellevue,4.0,2.5,3270,35445,1070000.0
1989,Redmond,4.0,2.5,3770,35081,950000.0
1989,Issaquah,4.0,2.5,2010,7972,590000.0
1989,Woodinville,4.0,2.5,2790,43091,665000.0
1989,Auburn,3.0,2.0,1380,7476,272000.0
1989,Woodinville,3.0,2.5,2830,6536,605500.0
1989,Woodinville,4.0,2.5,2050,34222,540000.0
1989,Kirkland,4.0,4.25,4850,12445,3000000.0
1989,Sammamish,3.0,2.5,2420,43177,739888.0
1989,Bellevue,3.0,2.5,2430,10500,1027000.0
1989,Kirkland,3.0,2.5,1850,7777,623000.0
1989,Bellevue,4.0,3.5,4410,36200,1320000.0
1989,Bellevue,3.0,3.0,4910,43560,1080000.0
1989,Bellevue,4.0,2.5,2810,10613,810000.0
1989,Kent,3.0,2.5,2110,4118,345950.0
1989,Kent,4.0,2.5,2000,37045,260000.0
1989,Newcastle,3.0,2.5,1960,12476,560000.0
1989,Renton,4.0,2.5,2090,5289,349950.0
1989,Bellevue,4.0,3.5,3770,37034,1229000.0
1989,Sammamish,3.0,2.5,1790,8144,583000.0
1989,Maple Valley,3.0,2.5,1620,7686,246500.0
1989,Renton,4.0,2.5,2250,7526,440000.0
1989,Kent,3.0,2.5,2570,10431,399950.0
1989,Seattle,3.0,3.0,3790,5001,1165000.0
1989,Enumclaw,3.0,2.5,3660,39478,530000.0
1989,Bellevue,3.0,2.25,2880,9750,820000.0
1989,Sammamish,3.0,2.25,1710,21485,482000.0
1989,Bellevue,4.0,2.5,2980,16263,1012000.0
1989,Bellevue,2.0,1.5,1930,3521,509000.0
1989,Sammamish,3.0,2.25,1450,19206,410000.0
1989,Redmond,3.0,2.5,3540,38322,888550.0
1989,Sammamish,4.0,2.5,2720,10006,594950.0
1989,Bothell,3.0,2.25,1920,8223,443000.0
1989,Kent,3.0,2.5,2110,4038,355000.0
1989,Sammamish,3.0,2.5,2670,10496,657500.0
1989,Auburn,4.0,3.0,4060,35621,316850.0
1989,Issaquah,4.0,2.5,2770,10274,602761.0
1988,Renton,3.0,2.5,2200,7350,365000.0
1988,Bellevue,4.0,2.5,2290,12047,736000.0
1988,Carnation,3.0,1.75,2720,149410,535000.0
1988,Renton,3.0,2.5,1920,9180,230000.0
1988,Issaquah,3.0,2.5,2030,6500,618080.0
1988,Covington,3.0,1.75,1640,10762,226500.0
1988,Renton,3.0,1.75,1590,9620,349000.0
1988,Federal Way,4.0,2.5,2600,11951,402500.0
1988,Woodinville,4.0,2.25,4470,60373,1120000.0
1988,Woodinville,4.0,3.25,3740,12080,1085000.0
1988,Kent,3.0,2.5,2670,13218,425000.0
1988,Kent,4.0,2.5,1700,7280,290000.0
1988,Woodinville,4.0,2.5,3480,59242,810000.0
1988,Newcastle,4.0,2.75,2450,14803,619420.0
1988,Sammamish,3.0,2.5,2150,7484,368250.0
1988,Bellevue,4.0,2.5,3030,12590,1050000.0
1988,Seattle,4.0,3.0,3370,7920,1325000.0
1988,Maple Valley,3.0,1.75,1620,7540,258000.0
1988,Issaquah,3.0,2.25,1760,4539,500000.0
1988,Redmond,3.0,2.0,1240,14404,405000.0
1988,Maple Valley,3.0,2.0,2590,108900,503000.0
1988,Sammamish,3.0,2.5,1950,9906,530000.0
1988,Issaquah,4.0,2.5,2220,7064,580000.0
1988,Issaquah,2.0,1.5,1140,2980,305000.0
1988,Redmond,3.0,2.25,2610,9002,675000.0
1988,Issaquah,3.0,1.75,2220,132858,435000.0
1988,Federal Way,3.0,2.0,1710,7225,250500.0
1988,Duvall,3.0,2.5,2520,53143,499500.0
1988,Redmond,4.0,2.5,2610,33206,743700.0
1988,Seattle,3.0,3.0,2940,4622,1070000.0
1988,Bothell,3.0,2.5,2600,7465,571000.0
1988,Auburn,3.0,2.5,1970,7500,299995.0
1988,Bothell,3.0,2.5,2120,9736,531000.0
1988,Issaquah,4.0,2.5,2050,6360,530000.0
1988,Federal Way,4.0,2.5,2240,9826,220000.0
1988,Kent,3.0,1.75,1280,7524,242000.0
1988,Kent,4.0,2.25,1930,7207,280000.0
1988,Bellevue,3.0,2.5,2590,7720,809000.0
1988,Kirkland,4.0,2.5,2650,11520,720000.0
